label,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20
A,0.0,0.0,1.0849821204058883,1.1107262588262925,1.205236459412965,0.9687139200982983,1.2425460435165099,0.810013626516257,1.1966703708056858,0.7019254649285908,1.1307516552871242,0.855780230235409,1.1356065705727525,0.7554333902364102,1.0930897327677398,0.8481022944986271,1.066368376625458,0.9398788943800223,1.0452831885513612,0.8417932970643988,1.0485905572948386,0.7520344320714185,1.0154031634771892,0.8897330146391902,1.0,1.0,-0.3226785361766815,-0.4347082078456878,-0.3210550546646118,-0.4002400934696197,-0.3169498145580292,-0.4722658395767212,-0.3162792921066284,-0.5239415764808655,-0.294003963470459,-0.4387151002883911,-0.2961217761039734,-0.4032579958438873,-0.2974438369274139,-0.4512296915054321,-0.2995578050613403,-0.4864011108875274
A,0.0,0.0,1.0842667549486482,1.1352974107426086,1.2026924118052627,0.9759108489075341,1.2411627944265398,0.7940714750422178,1.1880934393094387,0.6683696061645134,1.1284358526709544,0.8519453186896807,1.1336607123488194,0.7188420943688814,1.0980995794344484,0.8116425784830285,1.0775098822058045,0.9216936528157768,1.0390257291044753,0.8446993715922382,1.0451221847149559,0.7109706880467036,1.0120586961996303,0.8626262783507268,1.0,1.0,-0.3011448383331299,-0.3850063681602478,-0.299034833908081,-0.3445854187011719,-0.2946482896804809,-0.4165395498275757,-0.2952342927455902,-0.471561849117279,-0.2730331122875213,-0.3913903534412384,-0.2752062678337097,-0.3516694903373718,-0.2752541303634643,-0.3999238610267639,-0.2776113450527191,-0.438242644071579
A,0.0,0.0,1.032882786397425,1.17724888612861,1.1211329107917511,0.9959445925644318,1.1535584759765953,0.7972264780001269,1.1525708604184794,0.627868293396345,1.0663884313720273,0.8141340517089416,1.0989390560931933,0.6893585385010014,1.083347081012858,0.8250646499172296,1.062238516918072,0.9569888199310626,1.0077769736124378,0.7903323188726551,1.0501802498175106,0.6650574620502205,1.0242484675772066,0.8535123561739583,1.0,1.0,-0.5078529119491577,-0.3474753201007843,-0.5306508541107178,-0.3071661591529846,-0.5196836590766907,-0.3945265412330627,-0.5090711712837219,-0.4511903524398803,-0.4696608781814575,-0.3492265939712524,-0.4961126446723938,-0.3021678030490875,-0.4965458810329437,-0.3623590171337127,-0.4915781915187835,-0.4060132801532745
A,0.0,0.0,1.1152011291076835,1.144726658190694,1.2514662944551358,0.9777114984293217,1.2853932052839445,0.7759825607044444,1.2355221898059063,0.630380155139122,1.1618460927363816,0.8418913316736094,1.1657849524091954,0.7046134102895502,1.113862364678217,0.8103625556720664,1.0809045250844629,0.9238760699345349,1.06019783451662,0.8284341545494248,1.0642003153222397,0.6991117409589008,1.0210340045537245,0.8629770228718252,1.0,1.0,-0.2743331789970398,-0.3573642373085022,-0.2716405391693115,-0.3151902854442596,-0.2668393850326538,-0.3890575468540191,-0.2665005028247833,-0.44378662109375,-0.2451249063014984,-0.3621715009212494,-0.2456093430519104,-0.3221351504325866,-0.2472088783979416,-0.3700688481330871,-0.2507789433002472,-0.4066705405712127
A,0.0,0.0,1.0522297082881495,1.331277422993073,1.1638902457532816,1.0185994523866668,1.1946146906663524,0.65118096561306,1.1725146291359452,0.37025326531007735,1.0977323367795508,0.6842438074055363,1.1279141343864092,0.44660586321507395,1.0976832238439758,0.6718801809930851,1.0703923807103124,0.8998074600550422,1.020050039499205,0.640072703475068,1.0575451709263066,0.4121023526247383,1.024537290958321,0.7336532713582297,1.0,1.0,-0.4430792033672333,-0.1764787435531616,-0.4572961926460266,-0.1330954432487487,-0.4472041428089142,-0.2308645844459533,-0.4405170977115631,-0.2993083000183105,-0.4026177525520324,-0.1819148957729339,-0.4210139513015747,-0.1305813193321228,-0.4214068353176117,-0.198385551571846,-0.4197431802749634,-0.2515724003314972
A,0.0,0.0,1.1436249931905687,1.1714168451667204,1.3545597213411678,0.9868440739748566,1.4158623553306693,0.74702632493576,1.3404388486014154,0.5668483280078734,1.225889806168722,0.794436061043181,1.2409726896189506,0.6370361815741165,1.171410913625822,0.7786565222841525,1.1205313315845915,0.9224854516821885,1.0842734033947854,0.7675949400396969,1.1062238788819676,0.6207154596457091,1.0388746538244624,0.8274544473101099,1.0,1.0,-0.2300045490264892,-0.3101803958415985,-0.229179561138153,-0.268629252910614,-0.2212245464324951,-0.3562191128730774,-0.2190341055393219,-0.4198067486286163,-0.1944959461688995,-0.3107679188251495,-0.1982122510671615,-0.2688671946525574,-0.198077917098999,-0.3287362158298492,-0.2001565396785736,-0.3734665215015411
A,0.0,0.0,1.0464335520592718,1.2277592599245972,1.1761835446775555,1.0661510626066983,1.2281919961751353,0.8393480299154761,1.2223888313493552,0.651424786545685,1.1202933039881713,0.8225241965112519,1.156372579080897,0.6704459650847037,1.1180262652829924,0.8153486169365727,1.0802837617000207,0.9581594628612093,1.0375207681754894,0.7787932254404398,1.0850003236598778,0.6352386794169427,1.0383075597862255,0.8420933531595413,1.0,1.0,-0.3995402753353119,-0.3132311701774597,-0.4165959060192108,-0.263874351978302,-0.4021395742893219,-0.3550595641136169,-0.3903400003910064,-0.4157020449638366,-0.3586259484291076,-0.3138269782066345,-0.3799354135990143,-0.2606897950172424,-0.3776566386222839,-0.3252796828746795,-0.3721495568752289,-0.3721067905426025
A,0.0,0.0,1.1018241751077718,1.1324759080945739,1.2553338888300343,0.9745371978052291,1.2961589236674191,0.8013148169839857,1.2274738617750358,0.6816869269141846,1.1562394571072339,0.843668357352965,1.172182246379764,0.7340543772350857,1.1265675804519488,0.8367301396765571,1.091359004343468,0.9400627577594024,1.0460568562418,0.8299963615518654,1.0645615175246304,0.7248981919826755,1.023260779216546,0.8749209452409523,1.0,1.0,-0.274542361497879,-0.4317674040794372,-0.276989221572876,-0.3929300606250763,-0.2720236778259277,-0.4743647575378418,-0.2709249556064605,-0.5344623923301697,-0.2411281317472458,-0.4403315782546997,-0.2483450025320053,-0.4009737372398376,-0.2502281069755554,-0.4573073983192444,-0.2517168819904327,-0.4997535645961761
A,0.0,0.0,1.0837182071298277,1.142075084892218,1.2372258443522253,1.0014357782573702,1.288973085549025,0.830562128886332,1.2306832969736723,0.7056273852743884,1.1433417090558322,0.861824475878503,1.16627733487253,0.7519770030643034,1.124617321995641,0.8420926702225391,1.091442846129148,0.9421220443959505,1.0477756883023837,0.8409265173743736,1.0729462901440199,0.7311652267568054,1.0272395112281272,0.874283006052157,1.0,1.0,-0.2845827639102936,-0.4078473150730133,-0.2886246144771576,-0.3674337863922119,-0.2802712023258209,-0.4431678652763366,-0.2768149077892303,-0.5001088380813599,-0.2529732882976532,-0.4117641150951385,-0.2602182924747467,-0.3763599693775177,-0.2593620717525482,-0.4302600920200348,-0.2595688998699188,-0.4709952473640442
A,0.0,0.0,1.088036981480942,1.1535525938948687,1.2492459691819635,1.0074104468994383,1.3054019878096061,0.8266372942365636,1.2400194433505638,0.7022601357521078,1.1462162779388665,0.8594828844804808,1.1745719111627937,0.7339944673614514,1.1319133752283486,0.8315018804154464,1.0988340101360488,0.9387782081393273,1.0398691566813396,0.8355754356138936,1.076544441522147,0.7078525467382308,1.028599591860766,0.8661755534291828,1.0,1.0,-0.2730634212493896,-0.3898439705371856,-0.2805655300617218,-0.3431828618049621,-0.2718351483345032,-0.4222885966300964,-0.2672342658042907,-0.4799137115478515,-0.2397204637527465,-0.3939263522624969,-0.2502444982528686,-0.3483009934425354,-0.2491028904914856,-0.4027233421802521,-0.2474829852581024,-0.4442136883735657
