,label,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
0,A,0.3873226344585418,0.5947331190109253,-2.0387632559959457e-07,0.4318019151687622,0.5691708326339722,-0.0161023829132318,0.4707225859165191,0.4998748898506164,-0.0217891540378332,0.4860008656978607,0.4314435124397278,-0.025428095832467,0.5052303075790405,0.3853103220462799,-0.0239281803369522,0.4524688720703125,0.4107179939746856,-0.0086949625983834,0.4694478511810303,0.4145652949810028,-0.0239564012736082,0.4556296467781067,0.4714748859405517,-0.026672413572669,0.4427645802497864,0.4554272294044494,-0.028619160875678,0.4161669015884399,0.3948587477207184,-0.007470634765923,0.4361555874347687,0.4089114367961883,-0.0283896792680025,0.4265655875205993,0.4806221723556518,-0.0316387303173542,0.4187820553779602,0.4577789306640625,-0.0305409803986549,0.3861768245697021,0.4044598639011383,-0.0085379118099808,0.4002349078655243,0.4235836863517761,-0.0282729547470808,0.4008961617946625,0.4860420525074005,-0.0202740430831909,0.3930233120918274,0.4672380983829498,-0.0122058987617492,0.3594744205474853,0.4103688895702362,-0.010935191065073,0.3697634637355804,0.4434411227703094,-0.0227658804506063,0.3753434121608734,0.4852327108383178,-0.0181719083338975,0.3698886334896087,0.4686974883079529,-0.0125396624207496
1,A,0.4061676859855652,0.5952520370483398,-2.696561409720744e-07,0.4479570686817169,0.5825311541557312,-0.021172821521759,0.4829862117767334,0.5230399370193481,-0.0297234319150447,0.5016366243362427,0.4667124450206756,-0.0356432050466537,0.5244486927986145,0.4319466352462768,-0.0379218943417072,0.4597367346286773,0.4151017069816589,-0.0151916434988379,0.4680421352386474,0.451174646615982,-0.0330978706479072,0.4612699151039123,0.5025586485862732,-0.0396340042352676,0.4528247714042663,0.5013703107833862,-0.0427566394209861,0.429453432559967,0.4029421508312225,-0.0128387324512004,0.4376170933246612,0.4550743997097015,-0.0294054318219423,0.43546923995018,0.515009880065918,-0.0303042158484458,0.4300106465816498,0.5025190114974976,-0.0285680759698152,0.4005561172962188,0.4128516614437103,-0.0139558548107743,0.4076911211013794,0.4650708436965942,-0.0329549312591552,0.4108522236347198,0.5173059105873108,-0.027582636103034,0.4078832864761352,0.5038597583770752,-0.021232346072793,0.373860239982605,0.4315751791000366,-0.0170411821454763,0.3804275691509247,0.4728837013244629,-0.0298277530819177,0.3873147368431091,0.5143818259239197,-0.0261927042156457,0.3866932392120361,0.5108697414398193,-0.0206964090466499
2,A,0.2882902324199676,0.592923104763031,-1.473923560979529e-07,0.3253999650478363,0.5778148770332336,-0.0303149092942476,0.3576526939868927,0.5151904821395874,-0.0426990315318107,0.3749512434005737,0.4516270756721496,-0.0505434647202491,0.3987313210964203,0.4092267751693725,-0.0538397282361984,0.3375521004199981,0.4053023755550384,-0.0226623900234699,0.3274092376232147,0.4282672107219696,-0.0439878851175308,0.3258640170097351,0.4725390970706939,-0.0510041415691375,0.3283241093158722,0.4644407331943512,-0.0537667274475097,0.3050827980041504,0.3909292221069336,-0.0161934066563844,0.2931904196739197,0.4332405924797058,-0.037628449499607,0.2992405295372009,0.4938957691192627,-0.0371247008442878,0.3055070638656616,0.4763260185718536,-0.0328610464930534,0.2735032141208648,0.3984919786453247,-0.0143643449991941,0.261783242225647,0.4396469295024872,-0.0387146472930908,0.2728078663349151,0.4958807229995727,-0.0313169695436954,0.282560795545578,0.4807552695274353,-0.0219476073980331,0.2444678843021392,0.4147482514381408,-0.0152079733088612,0.2371084988117218,0.4475104510784149,-0.0310204401612281,0.2472546845674514,0.4930355548858642,-0.0268123727291822,0.2549300491809845,0.490642637014389,-0.0199224222451448
3,A,0.3616814315319061,0.4116449356079101,-1.5619311000136804e-07,0.3984818160533905,0.3898293077945709,-0.0210470203310251,0.4305008947849273,0.3224599063396454,-0.0265744514763355,0.4399314820766449,0.2480051070451736,-0.0289317872375249,0.4457105696201324,0.1963123530149459,-0.0260143298655748,0.4160939455032348,0.249127060174942,-0.0095530152320861,0.4181466102600097,0.2301160991191864,-0.0272178277373313,0.4099882543087005,0.2860311269760132,-0.032084546983242,0.4026137590408325,0.2760244607925415,-0.0341278873383998,0.383071094751358,0.2408170998096466,-0.0047068018466234,0.3864302039146423,0.2207525074481964,-0.0243929512798786,0.3830898106098175,0.2947010397911072,-0.0241899527609348,0.380474328994751,0.2756382822990417,-0.0199542324990034,0.3543470799922943,0.2458479553461074,-0.0037824541795998,0.3527780473232269,0.2267903536558151,-0.0247741714119911,0.3574699759483337,0.2933693528175354,-0.0149790430441498,0.3571288585662842,0.2807124257087707,-0.0045166057534515,0.3260635733604431,0.2486772686243057,-0.0044991830363869,0.3251109421253204,0.254324734210968,-0.0163954105228185,0.3321263790130615,0.2970912754535675,-0.0101961372420191,0.3351514041423797,0.2873377799987793,-0.0030030626803636
4,A,0.3650816082954407,0.4335810542106628,-2.1480842349319573e-07,0.4072491824626922,0.407410055398941,-0.0169135387986898,0.4366873204708099,0.3399880230426788,-0.0220423489809036,0.4483228325843811,0.2696134448051452,-0.0262176264077425,0.4623313844203949,0.2241119593381881,-0.0248392578214406,0.424363762140274,0.2562946677207947,-0.002219196408987,0.4246788322925567,0.217939019203186,-0.0211897250264883,0.4193922579288482,0.2773098945617676,-0.0278707463294267,0.4148513972759247,0.2808343470096588,-0.03049205429852,0.3902487158775329,0.2509850263595581,-0.0009494251571595,0.3943972289562225,0.2138140797615051,-0.0197528190910816,0.3922867178916931,0.2889786660671234,-0.0197074823081493,0.3891535401344299,0.2752625644207001,-0.0154828280210495,0.36087366938591,0.2590484619140625,-0.0039947866462171,0.3608848452568054,0.218020886182785,-0.024372823536396,0.3661352396011352,0.2840738594532013,-0.014376463368535,0.3647510111331939,0.2768176198005676,-0.0034616556949913,0.3326554596424103,0.2672315537929535,-0.0086581576615571,0.3325902223587036,0.2551833689212799,-0.0205927845090627,0.3406634628772735,0.2957360744476318,-0.0135389659553766,0.3421172499656677,0.2921705842018127,-0.0052800928242504
5,A,0.3898072242736816,0.4761313199996948,-2.338978504212719e-07,0.42784383893013,0.4690187573432922,-0.026234833523631,0.46052286028862,0.4072697460651397,-0.0349349118769168,0.4652928113937378,0.3433035910129547,-0.0393395833671093,0.469974160194397,0.291483461856842,-0.0400631353259086,0.4433789253234863,0.2926630973815918,-0.0205642729997634,0.4432223737239837,0.3423675000667572,-0.0415941700339317,0.4350866377353668,0.3880374431610107,-0.0514596663415432,0.4278970658779144,0.378800094127655,-0.0571124106645584,0.4097694456577301,0.2761282622814178,-0.0161121599376201,0.4093009829521179,0.3437608778476715,-0.036305159330368,0.40826416015625,0.3979471325874328,-0.039358701556921,0.4061899185180664,0.3838506639003753,-0.0387436226010322,0.3788555860519409,0.2851215600967407,-0.0156418979167938,0.3760933578014374,0.3560239970684051,-0.0371808782219886,0.3819464743137359,0.4055629968643188,-0.0328173078596591,0.384401261806488,0.3911597430706024,-0.0269063636660575,0.3511306345462799,0.3060488700866699,-0.0176894571632146,0.3494692146778106,0.3663543164730072,-0.0333104617893695,0.358250617980957,0.4066366851329803,-0.0320006385445594,0.3630332946777344,0.398720383644104,-0.0277974735945463
6,A,0.5236096978187561,0.5189059972763062,-2.574338964222989e-07,0.5654701590538025,0.5156998038291931,-0.0170268062502145,0.6005304455757141,0.4607872664928436,-0.022654078900814,0.6144275069236755,0.4031451940536499,-0.0261778831481933,0.630309522151947,0.3621289134025574,-0.0265342984348535,0.5900551676750183,0.3605642020702362,-0.0128475576639175,0.6088245511054993,0.3954921662807464,-0.0299836155027151,0.5950760245323181,0.4425531327724457,-0.0364773012697696,0.5827078819274902,0.4391997754573822,-0.0399668216705322,0.5614256262779236,0.3412124514579773,-0.0120039908215403,0.5807967782020569,0.3951709568500519,-0.0290716122835874,0.5682083964347839,0.4511345326900482,-0.0309011880308389,0.5590324401855469,0.4392977356910705,-0.0295410677790641,0.5340466499328613,0.3457540869712829,-0.0140895098447799,0.5498967170715332,0.4001342356204986,-0.0330824293196201,0.5429225564002991,0.450934886932373,-0.0285067278891801,0.5355820655822754,0.4389892816543579,-0.0224467758089303,0.5088472366333008,0.3599315881729126,-0.0176235120743513,0.5224713087081909,0.4051167368888855,-0.0304149389266967,0.5222271680831909,0.4440337121486664,-0.0273610148578882,0.5172003507614136,0.4366093873977661,-0.0222101341933012
7,A,0.35430708527565,0.4853186309337616,-1.7392638085311773e-07,0.3899752795696258,0.4770077466964721,-0.0299800559878349,0.4216716885566711,0.4152948260307312,-0.0407824404537677,0.4341854155063629,0.3533497452735901,-0.046662013977766,0.4515774250030517,0.3086312711238861,-0.0486553199589252,0.4046523571014404,0.3080810010433197,-0.0237206108868122,0.3981671333312988,0.3521313071250915,-0.0443893745541572,0.3953157365322113,0.3937180638313293,-0.0527358427643775,0.3939865529537201,0.3858836889266968,-0.0569478198885917,0.37378990650177,0.2907137870788574,-0.0169190522283315,0.3634422421455383,0.3526542782783508,-0.0370353236794471,0.3671279847621918,0.4080593883991241,-0.0383128747344017,0.3706809878349304,0.3961735367774963,-0.0361399948596954,0.3443024456501007,0.2978751957416534,-0.0144408857449889,0.3327675461769104,0.3602764904499054,-0.0367348678410053,0.3416511714458465,0.4109652042388916,-0.0313060991466045,0.3488472700119018,0.3998528718948364,-0.0241568461060524,0.3177430033683777,0.3155279159545898,-0.0147140445187687,0.3088038861751556,0.3666384220123291,-0.0304852444678545,0.318461149930954,0.408785879611969,-0.0284436475485563,0.3263792991638183,0.4055203795433044,-0.0234693400561809
8,A,0.4103933870792389,0.8137240409851074,-2.03721270963797e-07,0.4489392042160034,0.8007262945175171,-0.0151526955887675,0.4747563898563385,0.7508153915405273,-0.0219091027975082,0.4852700233459472,0.7055873870849609,-0.0269789025187492,0.4988873898983001,0.6688511967658997,-0.0305734872817993,0.460956335067749,0.6665802001953125,-0.0187832079827785,0.4678573906421661,0.7249698638916016,-0.0371849760413169,0.4624173641204834,0.7604631781578064,-0.0480499044060707,0.4568479657173157,0.7590529918670654,-0.0544480122625827,0.4307821989059448,0.6587474346160889,-0.0182669907808303,0.4390441477298736,0.7359875440597534,-0.0334136225283145,0.4373386800289154,0.7738323211669922,-0.0369102321565151,0.4338363409042358,0.7679286003112793,-0.0387503132224082,0.4034816324710846,0.6700071692466736,-0.019991448149085,0.41237273812294,0.7473697662353516,-0.0347996018826961,0.4135056436061859,0.7781656980514526,-0.0328091718256473,0.4117894768714905,0.7677431106567383,-0.0303752142935991,0.3794021904468536,0.6894950866699219,-0.0234068315476179,0.3878032863140106,0.7491225004196167,-0.0338274762034416,0.3936015963554382,0.7753648161888123,-0.0331971123814582,0.3943096697330475,0.7692490816116333,-0.0309950485825538
9,A,0.3391736447811126,0.4244835972785949,-2.007679711368837e-07,0.3747470378875732,0.4197223782539367,-0.0299471840262413,0.4067721962928772,0.362933337688446,-0.0415172539651393,0.419392317533493,0.3042928874492645,-0.0483753867447376,0.4360391795635223,0.2598225772380829,-0.0514677837491035,0.3948514461517334,0.2415759861469268,-0.0244141183793544,0.3885840177536011,0.2978736758232116,-0.0475103817880153,0.3818865418434143,0.3396825194358825,-0.0590874291956424,0.3788938522338867,0.3300902843475342,-0.0656404346227645,0.3616881370544433,0.2222303450107574,-0.0182939618825912,0.3539488315582275,0.2945812344551086,-0.0398740172386169,0.3548161685466766,0.3469585478305816,-0.0425728522241115,0.3576177060604095,0.3351640701293945,-0.0415965728461742,0.330130934715271,0.2283259630203247,-0.0166214760392904,0.3212531208992004,0.3030708432197571,-0.0394686609506607,0.3281280100345611,0.3528079092502594,-0.0347576886415481,0.3344859182834625,0.3428365588188171,-0.0281833000481128,0.3017656803131103,0.2466887235641479,-0.0179025046527385,0.2949428856372833,0.3072144985198974,-0.0342008434236049,0.3037024736404419,0.3486036658287048,-0.0329362303018569,0.3111064434051513,0.3450972139835357,-0.028474872931838
