label,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20
A,0.0,0.0,0.9839801670921936,1.1372391943187896,0.935021797326758,0.9892981759064333,0.914881402577644,0.8490637526955368,0.8889729863248461,0.7578639089491302,0.9541583054992072,0.8518633883340365,0.9377656811054375,0.77276007565978,0.956467372137894,0.8952710703557636,0.9732481805808152,0.9897978641796855,0.99243123076385,0.8286540939525838,0.9743800349165268,0.7533523488836646,0.987869567244917,0.9025457995209207,1.0,1.0,-0.674634575843811,-0.3547586500644684,-0.6622801423072815,-0.3233839869499206,-0.6670290231704712,-0.3912536203861236,-0.6720591187477112,-0.4344021677970886,-0.7007456421852112,-0.3570261001586914,-0.6869093775749207,-0.3287019729614258,-0.6861364245414734,-0.3764773905277252,-0.6881589293479919,-0.4084782898426056
A,0.0,0.0,0.989676667124824,1.0912938855710708,0.9458805154307058,0.9676123191617326,0.9273866484269507,0.8597869352066727,0.9075881150357525,0.774621874834547,0.9703542386596118,0.8452845375138831,0.9498697317758867,0.7979545993999968,0.9585590299761217,0.8927026973969521,0.9708904091057164,0.9706618298372804,1.006840073839103,0.8365875843475663,0.9864722708338068,0.7954212723328085,0.9917222317821999,0.9165324502034812,1.0,1.0,-0.6908996105194092,-0.4198442101478576,-0.6751936674118042,-0.4043518304824829,-0.6762397885322571,-0.4656332731246948,-0.6804910898208618,-0.5036771297454834,-0.7185294032096863,-0.4256448745727539,-0.7008622884750366,-0.4046123027801513,-0.6982032060623169,-0.4466630816459656,-0.7009655237197876,-0.4725378155708313
A,0.0,0.0,0.9790033826321285,1.1370406385009497,0.9416176233980446,0.9714949596454099,0.9281702778133026,0.8212503665627527,0.9063131212567156,0.7184099488399807,0.9593110870636485,0.826670751000693,0.9531184210869735,0.6991060164855177,0.9598762763380686,0.826951225206816,0.9661074186291201,0.9421310137304599,0.9973499333231571,0.8252401382945538,0.9890813144283569,0.7183264939416748,0.9941824149435606,0.8798508719990885,1.0,1.0,-0.7322180867195129,-0.3340557217597961,-0.7253162264823914,-0.2970302999019623,-0.7256346940994263,-0.3632968962192535,-0.7272177934646606,-0.4098699688911438,-0.7584592700004578,-0.3439557552337646,-0.7482883334159851,-0.3149047195911407,-0.7452946901321411,-0.3628317415714264,-0.7453504204750061,-0.397243469953537
A,0.0,0.0,0.9860539115270248,1.1202839915544969,0.9412510853282637,0.9763396922354396,0.9224967538107889,0.8442816939640181,0.8964262465899274,0.7571298484659369,0.956995774384853,0.8404228218164994,0.9431902139645262,0.731004451244939,0.9554573620190183,0.8506052516315331,0.9665070405346828,0.9495577636516718,0.995589567570704,0.8261055639417249,0.9822273396974227,0.7469673461820129,0.9917257505241406,0.8980292748896548,1.0,1.0,-0.6993467211723328,-0.3664090633392334,-0.6893844604492188,-0.3401197493076324,-0.6928086280822754,-0.4077902436256408,-0.6960514783859253,-0.451539933681488,-0.7248908281326294,-0.3715104162693023,-0.7124958634376526,-0.3553521037101745,-0.7121056914329529,-0.4045338630676269,-0.7135845422744751,-0.4348019659519195
A,0.0,0.0,0.9917097930533311,1.0643164260415887,0.936138002913846,0.9626216778600509,0.9055659485457955,0.8793109817050786,0.8705833243114751,0.8287399748774013,0.957617452453855,0.8270817712988525,0.9270397802532424,0.8395774418736403,0.948781554008652,0.9350918253188729,0.9688550219281145,0.9985241043926364,0.9954601247673003,0.8011263353773546,0.9617265637117914,0.8244418854690897,0.9826266147578938,0.9338311299006032,1.0,1.0,-0.6480674147605896,-0.4575086534023285,-0.6262049674987793,-0.4703752994537353,-0.635906457901001,-0.5341389179229736,-0.644544243812561,-0.5727571249008179,-0.6731317639350891,-0.4627270400524139,-0.6514876484870911,-0.4744670391082763,-0.6541915535926819,-0.5217638611793518,-0.659879207611084,-0.5470319986343384
A,0.0,0.0,0.985075690383098,1.1180392441155285,0.937844857972351,0.9960460751906792,0.9191157366242271,0.8832593839886437,0.8929952991644647,0.810915826377344,0.9574927048651405,0.8827599331884411,0.9383751521016623,0.8215318029989008,0.956231600007561,0.9221082526975665,0.9735614601907836,0.991872649738039,0.9953277964560081,0.8699188654360214,0.9739699988621332,0.8082944239777617,0.9866534150274775,0.9309197076955087,1.0,1.0,-0.6649487018585205,-0.4631943106651306,-0.6503359079360962,-0.4322872161865234,-0.6551706790924072,-0.5007697939872742,-0.6612780094146729,-0.5379419922828674,-0.6907686591148376,-0.4684296548366546,-0.6749355792999268,-0.4470790028572082,-0.6743566393852234,-0.495783120393753,-0.6774619221687317,-0.5224840641021729
A,0.0,0.0,0.9878612425420977,1.084993888487085,0.944315362534743,0.9655537844008131,0.9281451822798732,0.8615099343754877,0.9039570209332324,0.7875634491288139,0.9685797372197881,0.837871281595223,0.9444589664851845,0.8146855897530123,0.9569796353642279,0.9103587642246235,0.9701747735163905,0.9792996319040349,1.0077606202864702,0.8259495732586339,0.9792046462354225,0.8096003447400004,0.9891843699207729,0.925240793183039,1.0,1.0,-0.6648896932601929,-0.4649394750595093,-0.6458706855773926,-0.4655022025108337,-0.6494370102882385,-0.532330334186554,-0.653964102268219,-0.5734747052192688,-0.6895713806152344,-0.4735341668128967,-0.6687170267105103,-0.4766581058502197,-0.6679643392562866,-0.5275129675865173,-0.67143714427948,-0.5563368797302246
A,0.0,0.0,0.9787818848899316,1.1170111121936124,0.9337703503504932,0.9968448017972068,0.9174403305973715,0.8837956250393998,0.8988934329784427,0.7994896070329468,0.9586383360312627,0.8883363229470523,0.9441895871811511,0.8151277128595417,0.9583048683957185,0.9136540147742316,0.9719355028488708,0.9862123982050855,0.9950267772461153,0.8759836784283609,0.9794285856907531,0.8017935963047227,0.9891848984889219,0.9248693643871101,1.0,1.0,-0.6903436779975891,-0.4555585980415344,-0.6792997121810913,-0.4215236008167267,-0.682234525680542,-0.4882736802101135,-0.687067985534668,-0.5274174809455872,-0.7166529297828674,-0.4609871804714203,-0.7035638689994812,-0.4304288625717163,-0.7015373706817627,-0.4766881763935089,-0.703427255153656,-0.5060742497444153
A,0.0,0.0,0.9742032432325979,1.1220114331872606,0.9323932231007054,0.9967179633028963,0.916444310617645,0.8787391750127121,0.8962575686785862,0.795336916839335,0.9546400570157447,0.8919782496983453,0.9458710617368536,0.8108392954637751,0.9591041078925018,0.9131790658559129,0.9709083053493376,0.9842034926005704,0.9911897165045672,0.8785343039543861,0.9816352085871198,0.7978289290350784,0.9906934805128688,0.9279270879248248,1.0,1.0,-0.708928108215332,-0.4472471475601196,-0.702296793460846,-0.410310298204422,-0.7041967511177063,-0.4764311015605926,-0.7075273394584656,-0.5126119256019592,-0.734549880027771,-0.4525451362133026,-0.7275596261024475,-0.4193028807640075,-0.7247289419174194,-0.4629647135734558,-0.7245180606842041,-0.4885309636592865
A,0.0,0.0,0.9790303269557922,1.1264296645246468,0.9409744096035976,0.9935401858092648,0.9282057213547076,0.8723245390234138,0.9062136320619699,0.7962398406401305,0.958586900096321,0.8900343359597522,0.9523655255815024,0.800068924790665,0.9630874908343021,0.9030848077674596,0.9731121197400839,0.978915301036737,0.9947420925366621,0.8809470976132557,0.9881409855119888,0.7931900752477297,0.9935892318550118,0.9238296386111527,1.0,1.0,-0.7143215537071228,-0.4550307095050812,-0.709119439125061,-0.417748212814331,-0.7090916037559509,-0.4837448298931122,-0.7115399837493896,-0.5211588740348816,-0.7388376593589783,-0.4616049528121948,-0.7319843769073486,-0.4290875494480133,-0.7293672561645508,-0.4731936454772949,-0.7298844456672668,-0.4998551905155182
